job_id,job_title,company,sector,location,domain,experience_level,required_skills,preferred_skills,tools_technologies,salary_range,job_description,responsibilities,qualifications
JOB-2101,Junior Big Data Developer,RoboMotion Dynamics,Robotics & IoT,"Detroit, MI",Data Engineering & Big Data,Junior,"Data Pipelines, ETL, Relational Databases, Python, PostgreSQL, MinIO, Problem Solving, Code Documentation","Snowflake, BigQuery, Hadoop, Databricks, Kafka Connect","PostgreSQL, MinIO, Databricks, Kafka Connect","$85,000 - $115,000","RoboMotion Dynamics is seeking a motivated Junior Big Data Developer to join our Robotics & IoT engineering team in Detroit, MI. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Data Engineering & Big Data. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Data Pipelines, ETL, Relational Databases, Python, PostgreSQL, MinIO, Problem Solving, Code Documentation. Preferred qualifications and bonus skills: Snowflake, BigQuery, Hadoop, Databricks, Kafka Connect. Key tools and environments: PostgreSQL, MinIO, Databricks, Kafka Connect.","1. Design, test, and implement features aligned with Data Engineering & Big Data architecture standards.
2. Utilize tools such as PostgreSQL, MinIO, Databricks, Kafka Connect for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Data Pipelines, ETL, Relational Databases, Python.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Snowflake, BigQuery, Hadoop is a strong plus."
JOB-2102,SOC Analyst,StreamLine Interactive,Digital Media & Gaming,"Vancouver, BC",Cybersecurity & Network Defense,Mid-Level,"TCP/IP, Security Fundamentals, Firewalls, Snort, Burp Suite, Time Management","Penetration Testing, OWASP Top 10, Cloud Security, Nessus, Wireshark","Snort, Burp Suite, Nessus, Wireshark","$110,000 - $145,000","StreamLine Interactive is seeking a motivated SOC Analyst to join our Digital Media & Gaming engineering team in Vancouver, BC. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Cybersecurity & Network Defense. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: TCP/IP, Security Fundamentals, Firewalls, Snort, Burp Suite, Time Management. Preferred qualifications and bonus skills: Penetration Testing, OWASP Top 10, Cloud Security, Nessus, Wireshark. Key tools and environments: Snort, Burp Suite, Nessus, Wireshark.","1. Design, test, and implement features aligned with Cybersecurity & Network Defense architecture standards.
2. Utilize tools such as Snort, Burp Suite, Nessus, Wireshark for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with TCP/IP, Security Fundamentals, Firewalls, Snort.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Penetration Testing, OWASP Top 10, Cloud Security is a strong plus."
JOB-2103,Junior Product Analyst,PulseHealth Technologies,HealthTech,"San Diego, CA",Business Intelligence & Analytics,Junior,"Exploratory Data Analysis, Tableau, Data Visualization, Jupyter, Presentation Skills","Predictive Analytics, Google Analytics 4, Tableau Desktop, HubSpot","Jupyter, Tableau Desktop, HubSpot","$85,000 - $115,000","PulseHealth Technologies is seeking a motivated Junior Product Analyst to join our HealthTech engineering team in San Diego, CA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Business Intelligence & Analytics. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Exploratory Data Analysis, Tableau, Data Visualization, Jupyter, Presentation Skills. Preferred qualifications and bonus skills: Predictive Analytics, Google Analytics 4, Tableau Desktop, HubSpot. Key tools and environments: Jupyter, Tableau Desktop, HubSpot.","1. Design, test, and implement features aligned with Business Intelligence & Analytics architecture standards.
2. Utilize tools such as Jupyter, Tableau Desktop, HubSpot for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Exploratory Data Analysis, Tableau, Data Visualization, Jupyter.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Predictive Analytics, Google Analytics 4, Tableau Desktop is a strong plus."
JOB-2104,Robotics Software Intern,NovaPay Financial,Fintech,"San Francisco, CA",Embedded Systems & IoT,Entry-Level,"RTOS, C, Linux, ESP32, Critical Thinking, Problem Solving","Hardware Debugging, ARM Architecture, Raspberry Pi, Oscilloscope","ESP32, Raspberry Pi, Oscilloscope","$70,000 - $95,000","NovaPay Financial is seeking a motivated Robotics Software Intern to join our Fintech engineering team in San Francisco, CA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Embedded Systems & IoT. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: RTOS, C, Linux, ESP32, Critical Thinking, Problem Solving. Preferred qualifications and bonus skills: Hardware Debugging, ARM Architecture, Raspberry Pi, Oscilloscope. Key tools and environments: ESP32, Raspberry Pi, Oscilloscope.","1. Design, test, and implement features aligned with Embedded Systems & IoT architecture standards.
2. Utilize tools such as ESP32, Raspberry Pi, Oscilloscope for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with RTOS, C, Linux, ESP32.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Hardware Debugging, ARM Architecture, Raspberry Pi is a strong plus."
JOB-2105,Junior Data Analyst,Apex Cloud Systems,Cloud Infrastructure,Remote,Business Intelligence & Analytics,Junior,"SQL, Tableau, Exploratory Data Analysis, Power BI, Excel & Spreadsheets, Metabase, Critical Thinking, Agile & Scrum","A/B Testing, Predictive Analytics, Power BI Service","Metabase, Power BI Service","$85,000 - $115,000","Apex Cloud Systems is seeking a motivated Junior Data Analyst to join our Cloud Infrastructure engineering team in Remote. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Business Intelligence & Analytics. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: SQL, Tableau, Exploratory Data Analysis, Power BI, Excel & Spreadsheets, Metabase, Critical Thinking, Agile & Scrum. Preferred qualifications and bonus skills: A/B Testing, Predictive Analytics, Power BI Service. Key tools and environments: Metabase, Power BI Service.","1. Design, test, and implement features aligned with Business Intelligence & Analytics architecture standards.
2. Utilize tools such as Metabase, Power BI Service for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with SQL, Tableau, Exploratory Data Analysis, Power BI.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with A/B Testing, Predictive Analytics, Power BI Service is a strong plus."
JOB-2106,Associate Embedded Software Engineer,PulseHealth Technologies,HealthTech,Remote,Embedded Systems & IoT,Entry-Level,"Microcontrollers, Linux, RTOS, PlatformIO, ESP32, STM32CubeIDE, Time Management","BLE / Zigbee, PCB Basics, Raspberry Pi, Logic Analyzer","PlatformIO, ESP32, STM32CubeIDE, Raspberry Pi, Logic Analyzer","$70,000 - $95,000","PulseHealth Technologies is seeking a motivated Associate Embedded Software Engineer to join our HealthTech engineering team in Remote. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Embedded Systems & IoT. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Microcontrollers, Linux, RTOS, PlatformIO, ESP32, STM32CubeIDE, Time Management. Preferred qualifications and bonus skills: BLE / Zigbee, PCB Basics, Raspberry Pi, Logic Analyzer. Key tools and environments: PlatformIO, ESP32, STM32CubeIDE, Raspberry Pi, Logic Analyzer.","1. Design, test, and implement features aligned with Embedded Systems & IoT architecture standards.
2. Utilize tools such as PlatformIO, ESP32, STM32CubeIDE, Raspberry Pi, Logic Analyzer for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Microcontrollers, Linux, RTOS, PlatformIO.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with BLE / Zigbee, PCB Basics, Raspberry Pi is a strong plus."
JOB-2107,Associate NLP Engineer,RoboMotion Dynamics,Robotics & IoT,"Detroit, MI",AI & Machine Learning,Entry-Level,"Pandas, TensorFlow, Deep Learning, Jupyter, Git, Problem Solving, Communication","Large Language Models, Transformers, LangChain, MLOps, AWS SageMaker, CUDA","Jupyter, Git, AWS SageMaker, CUDA","$70,000 - $95,000","RoboMotion Dynamics is seeking a motivated Associate NLP Engineer to join our Robotics & IoT engineering team in Detroit, MI. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in AI & Machine Learning. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Pandas, TensorFlow, Deep Learning, Jupyter, Git, Problem Solving, Communication. Preferred qualifications and bonus skills: Large Language Models, Transformers, LangChain, MLOps, AWS SageMaker, CUDA. Key tools and environments: Jupyter, Git, AWS SageMaker, CUDA.","1. Design, test, and implement features aligned with AI & Machine Learning architecture standards.
2. Utilize tools such as Jupyter, Git, AWS SageMaker, CUDA for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Pandas, TensorFlow, Deep Learning, Jupyter.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Large Language Models, Transformers, LangChain is a strong plus."
JOB-2108,Associate Threat Intelligence Analyst,NovaPay Financial,Fintech,"San Francisco, CA",Cybersecurity & Network Defense,Entry-Level,"Linux, Network Security, Python, Firewalls, Security Fundamentals, Splunk, Problem Solving, Adaptability","Ethical Hacking, Penetration Testing, Cloud Security, Identity & Access Management (IAM), Snort, Kali Linux","Splunk, Snort, Kali Linux","$70,000 - $95,000","NovaPay Financial is seeking a motivated Associate Threat Intelligence Analyst to join our Fintech engineering team in San Francisco, CA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Cybersecurity & Network Defense. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Linux, Network Security, Python, Firewalls, Security Fundamentals, Splunk, Problem Solving, Adaptability. Preferred qualifications and bonus skills: Ethical Hacking, Penetration Testing, Cloud Security, Identity & Access Management (IAM), Snort, Kali Linux. Key tools and environments: Splunk, Snort, Kali Linux.","1. Design, test, and implement features aligned with Cybersecurity & Network Defense architecture standards.
2. Utilize tools such as Splunk, Snort, Kali Linux for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Linux, Network Security, Python, Firewalls.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Ethical Hacking, Penetration Testing, Cloud Security is a strong plus."
JOB-2109,Associate Software Engineer - Web,CipherShield Cybersecurity,Cybersecurity,"Dallas, TX",Full Stack Web Development,Entry-Level,"HTML5, SQL, Node.js, Git, TypeScript, Jest, Docker, Time Management","GraphQL, Next.js, PostgreSQL, Vite, GitHub Actions","Jest, Docker, Vite, GitHub Actions","$70,000 - $95,000","CipherShield Cybersecurity is seeking a motivated Associate Software Engineer - Web to join our Cybersecurity engineering team in Dallas, TX. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Full Stack Web Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: HTML5, SQL, Node.js, Git, TypeScript, Jest, Docker, Time Management. Preferred qualifications and bonus skills: GraphQL, Next.js, PostgreSQL, Vite, GitHub Actions. Key tools and environments: Jest, Docker, Vite, GitHub Actions.","1. Design, test, and implement features aligned with Full Stack Web Development architecture standards.
2. Utilize tools such as Jest, Docker, Vite, GitHub Actions for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with HTML5, SQL, Node.js, Git.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with GraphQL, Next.js, PostgreSQL is a strong plus."
JOB-2110,Junior Computer Vision Engineer,Apex Cloud Systems,Cloud Infrastructure,"Seattle, WA",AI & Machine Learning,Junior,"Machine Learning, NumPy, Data Analysis, AWS SageMaker, Weights & Biases, Git, Communication","Vector Databases, Computer Vision, NLP, Docker","AWS SageMaker, Weights & Biases, Git, Docker","$85,000 - $115,000","Apex Cloud Systems is seeking a motivated Junior Computer Vision Engineer to join our Cloud Infrastructure engineering team in Seattle, WA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in AI & Machine Learning. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Machine Learning, NumPy, Data Analysis, AWS SageMaker, Weights & Biases, Git, Communication. Preferred qualifications and bonus skills: Vector Databases, Computer Vision, NLP, Docker. Key tools and environments: AWS SageMaker, Weights & Biases, Git, Docker.","1. Design, test, and implement features aligned with AI & Machine Learning architecture standards.
2. Utilize tools such as AWS SageMaker, Weights & Biases, Git, Docker for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Machine Learning, NumPy, Data Analysis, AWS SageMaker.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Vector Databases, Computer Vision, NLP is a strong plus."
JOB-2111,Associate Threat Intelligence Analyst,QuantumScale Labs,Enterprise Software,"New York, NY",Cybersecurity & Network Defense,Entry-Level,"Cryptography, Network Security, TCP/IP, Security Fundamentals, Nessus, Splunk, Time Management","Penetration Testing, SIEM, Cloud Security, Wireshark, Snort","Nessus, Splunk, Wireshark, Snort","$70,000 - $95,000","QuantumScale Labs is seeking a motivated Associate Threat Intelligence Analyst to join our Enterprise Software engineering team in New York, NY. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Cybersecurity & Network Defense. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Cryptography, Network Security, TCP/IP, Security Fundamentals, Nessus, Splunk, Time Management. Preferred qualifications and bonus skills: Penetration Testing, SIEM, Cloud Security, Wireshark, Snort. Key tools and environments: Nessus, Splunk, Wireshark, Snort.","1. Design, test, and implement features aligned with Cybersecurity & Network Defense architecture standards.
2. Utilize tools such as Nessus, Splunk, Wireshark, Snort for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Cryptography, Network Security, TCP/IP, Security Fundamentals.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Penetration Testing, SIEM, Cloud Security is a strong plus."
JOB-2112,Associate IoT Systems Engineer,CipherShield Cybersecurity,Cybersecurity,"Reston, VA",Embedded Systems & IoT,Entry-Level,"Microcontrollers, Electronics Fundamentals, C, RTOS, Logic Analyzer, Keil uVision, ESP32, Agile & Scrum","BLE / Zigbee, Embedded Linux, ARM Architecture, PCB Basics, PlatformIO, Arduino","Logic Analyzer, Keil uVision, ESP32, PlatformIO, Arduino","$70,000 - $95,000","CipherShield Cybersecurity is seeking a motivated Associate IoT Systems Engineer to join our Cybersecurity engineering team in Reston, VA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Embedded Systems & IoT. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Microcontrollers, Electronics Fundamentals, C, RTOS, Logic Analyzer, Keil uVision, ESP32, Agile & Scrum. Preferred qualifications and bonus skills: BLE / Zigbee, Embedded Linux, ARM Architecture, PCB Basics, PlatformIO, Arduino. Key tools and environments: Logic Analyzer, Keil uVision, ESP32, PlatformIO, Arduino.","1. Design, test, and implement features aligned with Embedded Systems & IoT architecture standards.
2. Utilize tools such as Logic Analyzer, Keil uVision, ESP32, PlatformIO, Arduino for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Microcontrollers, Electronics Fundamentals, C, RTOS.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with BLE / Zigbee, Embedded Linux, ARM Architecture is a strong plus."
JOB-2113,Associate NLP Engineer,Apex Cloud Systems,Cloud Infrastructure,Remote,AI & Machine Learning,Entry-Level,"Python, scikit-learn, TensorFlow, Mathematics, Statistics, CUDA, FastAPI, Git, Problem Solving","Large Language Models, Vector Databases, MLflow, AWS SageMaker","CUDA, FastAPI, Git, MLflow, AWS SageMaker","$70,000 - $95,000","Apex Cloud Systems is seeking a motivated Associate NLP Engineer to join our Cloud Infrastructure engineering team in Remote. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in AI & Machine Learning. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Python, scikit-learn, TensorFlow, Mathematics, Statistics, CUDA, FastAPI, Git, Problem Solving. Preferred qualifications and bonus skills: Large Language Models, Vector Databases, MLflow, AWS SageMaker. Key tools and environments: CUDA, FastAPI, Git, MLflow, AWS SageMaker.","1. Design, test, and implement features aligned with AI & Machine Learning architecture standards.
2. Utilize tools such as CUDA, FastAPI, Git, MLflow, AWS SageMaker for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Python, scikit-learn, TensorFlow, Mathematics.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Large Language Models, Vector Databases, MLflow is a strong plus."
JOB-2114,SOC Analyst,DataSphere Analytics,Big Data & Analytics,Remote,Cybersecurity & Network Defense,Mid-Level,"Firewalls, Cryptography, Python, Vulnerability Assessment, TCP/IP, Metasploit, Wireshark, Presentation Skills","Cloud Security, Incident Response, SIEM, OWASP Top 10, Splunk","Metasploit, Wireshark, Splunk","$110,000 - $145,000","DataSphere Analytics is seeking a motivated SOC Analyst to join our Big Data & Analytics engineering team in Remote. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Cybersecurity & Network Defense. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Firewalls, Cryptography, Python, Vulnerability Assessment, TCP/IP, Metasploit, Wireshark, Presentation Skills. Preferred qualifications and bonus skills: Cloud Security, Incident Response, SIEM, OWASP Top 10, Splunk. Key tools and environments: Metasploit, Wireshark, Splunk.","1. Design, test, and implement features aligned with Cybersecurity & Network Defense architecture standards.
2. Utilize tools such as Metasploit, Wireshark, Splunk for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Firewalls, Cryptography, Python, Vulnerability Assessment.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Cloud Security, Incident Response, SIEM is a strong plus."
JOB-2115,Junior Security Engineer,OmniCommerce Platforms,E-Commerce / SaaS,"Atlanta, GA",Cybersecurity & Network Defense,Junior,"Python, Cryptography, Security Fundamentals, Metasploit, Wireshark, Technical Writing, Presentation Skills","Incident Response, Penetration Testing, Burp Suite, Nessus","Metasploit, Wireshark, Burp Suite, Nessus","$85,000 - $115,000","OmniCommerce Platforms is seeking a motivated Junior Security Engineer to join our E-Commerce / SaaS engineering team in Atlanta, GA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Cybersecurity & Network Defense. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Python, Cryptography, Security Fundamentals, Metasploit, Wireshark, Technical Writing, Presentation Skills. Preferred qualifications and bonus skills: Incident Response, Penetration Testing, Burp Suite, Nessus. Key tools and environments: Metasploit, Wireshark, Burp Suite, Nessus.","1. Design, test, and implement features aligned with Cybersecurity & Network Defense architecture standards.
2. Utilize tools such as Metasploit, Wireshark, Burp Suite, Nessus for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Python, Cryptography, Security Fundamentals, Metasploit.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Incident Response, Penetration Testing, Burp Suite is a strong plus."
JOB-2116,Junior Analytics Engineer,DataSphere Analytics,Big Data & Analytics,"Austin, TX",Data Engineering & Big Data,Junior,"Data Pipelines, SQL, ETL, Databricks, Docker, Kafka Connect, Critical Thinking","BigQuery, Apache Kafka, dbt, AWS S3, PostgreSQL","Databricks, Docker, Kafka Connect, AWS S3, PostgreSQL","$85,000 - $115,000","DataSphere Analytics is seeking a motivated Junior Analytics Engineer to join our Big Data & Analytics engineering team in Austin, TX. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Data Engineering & Big Data. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Data Pipelines, SQL, ETL, Databricks, Docker, Kafka Connect, Critical Thinking. Preferred qualifications and bonus skills: BigQuery, Apache Kafka, dbt, AWS S3, PostgreSQL. Key tools and environments: Databricks, Docker, Kafka Connect, AWS S3, PostgreSQL.","1. Design, test, and implement features aligned with Data Engineering & Big Data architecture standards.
2. Utilize tools such as Databricks, Docker, Kafka Connect, AWS S3, PostgreSQL for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Data Pipelines, SQL, ETL, Databricks.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with BigQuery, Apache Kafka, dbt is a strong plus."
JOB-2117,Junior Software Engineer - Web,OmniCommerce Platforms,E-Commerce / SaaS,"Seattle, WA",Full Stack Web Development,Junior,"CSS3, SQL, Node.js, HTML5, Redis, Postman, Jest, Presentation Skills, Technical Writing","PostgreSQL, Redux, WebSockets, Authentication & JWT, Vite","Redis, Postman, Jest, Vite","$85,000 - $115,000","OmniCommerce Platforms is seeking a motivated Junior Software Engineer - Web to join our E-Commerce / SaaS engineering team in Seattle, WA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Full Stack Web Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: CSS3, SQL, Node.js, HTML5, Redis, Postman, Jest, Presentation Skills, Technical Writing. Preferred qualifications and bonus skills: PostgreSQL, Redux, WebSockets, Authentication & JWT, Vite. Key tools and environments: Redis, Postman, Jest, Vite.","1. Design, test, and implement features aligned with Full Stack Web Development architecture standards.
2. Utilize tools such as Redis, Postman, Jest, Vite for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with CSS3, SQL, Node.js, HTML5.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with PostgreSQL, Redux, WebSockets is a strong plus."
JOB-2118,NLP Engineer,Apex Cloud Systems,Cloud Infrastructure,"Seattle, WA",AI & Machine Learning,Mid-Level,"Statistics, TensorFlow, Machine Learning, Data Analysis, PyTorch, AWS SageMaker, Adaptability","NLP, Computer Vision, Model Deployment, MLflow","AWS SageMaker, MLflow","$110,000 - $145,000","Apex Cloud Systems is seeking a motivated NLP Engineer to join our Cloud Infrastructure engineering team in Seattle, WA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in AI & Machine Learning. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Statistics, TensorFlow, Machine Learning, Data Analysis, PyTorch, AWS SageMaker, Adaptability. Preferred qualifications and bonus skills: NLP, Computer Vision, Model Deployment, MLflow. Key tools and environments: AWS SageMaker, MLflow.","1. Design, test, and implement features aligned with AI & Machine Learning architecture standards.
2. Utilize tools such as AWS SageMaker, MLflow for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Statistics, TensorFlow, Machine Learning, Data Analysis.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with NLP, Computer Vision, Model Deployment is a strong plus."
